Date,Price,Open,High,Low,Vol.,Change %,Vol_clean
2021-03-23,141.39,141.75,142.3,141.22,3.82K,-0.06%,3820.0
2021-03-22,141.47,141.29,141.56,140.87,3.00K,-0.29%,3000.0
2021-03-19,141.88,141.69,142.16,141.68,4.97K,0.50%,4970.0
2021-03-18,141.18,141.38,141.39,140.31,11.09K,0.12%,11090.0
2021-03-17,141.01,141.63,141.72,140.68,5.04K,-0.10%,5040.0
2021-03-16,141.15,140.88,141.76,140.86,5.89K,0.33%,5890.0
2021-03-15,140.68,140.34,141.21,140.32,6.43K,1.04%,6430.0
2021-03-12,139.23,138.89,139.25,138.43,37.53K,-0.42%,37530.0
2021-03-11,139.82,141.26,141.33,139.82,5.68K,-0.25%,5680.0
2021-03-10,140.17,140.04,140.51,139.56,9.18K,0.06%,9180.0
2021-03-09,140.09,138.66,140.35,138.61,21.14K,1.82%,21140.0
2021-03-08,137.59,138.69,138.83,137.51,8.05K,-0.43%,8050.000000000001
2021-03-05,138.19,137.77,138.67,137.66,33.65K,-0.13%,33650.0
2021-03-04,138.37,138.4,138.9,137.97,8.58K,-0.15%,8580.0
2021-03-03,138.58,139.13,139.13,137.13,12.01K,-0.40%,12010.0
2021-03-02,139.14,139.03,139.9,138.8,3.97K,-0.54%,3970.0
2021-03-01,139.9,140.94,141.04,139.67,7.41K,1.23%,7410.0
2021-02-26,138.2,140.79,141.53,138.0,8.57K,-2.16%,8570.0
2021-02-25,141.25,142.69,142.69,140.74,34.14K,-1.87%,34140.0
2021-02-24,143.94,144.42,144.47,142.82,4.92K,-0.30%,4920.0
2021-02-23,144.38,144.28,144.84,143.69,4.84K,-0.28%,4840.0
2021-02-22,144.79,143.84,144.79,143.55,11.91K,1.27%,11910.0
2021-02-19,142.97,142.34,143.38,141.55,10.18K,0.08%,10180.0
2021-02-18,142.86,143.51,144.0,142.4,8.91K,-0.22%,8910.0
2021-02-17,143.17,143.78,144.28,143.1,7.97K,-0.99%,7970.0
2021-02-16,144.6,145.8,145.81,143.66,17.18K,-0.77%,17180.0
2021-02-15,145.72,145.53,146.0,145.42,5.49K,-0.42%,5490.0
